892;16950;10
893;959;0
894;1645;0
895;7103;0
896;959;0
897;17011;9
898;959;0
899;6456;13
900;2616;0
901;2616;0
902;2616;0
903;2616;0
906;1058;3
907;6480;3
908;1060;3
909;1068;3
910;3024;0
911;28628;17
913;20170;17
914;2829;5
915;1272;0
916;7588;0
917;1080;5
918;1283;18
920;19703;13
921;7588;0
922;22097;17
923;22080;21
924;22131;17
925;2861;21
926;22108;17
927;22106;13
928;22151;17
929;15712;0
930;1283;18
931;1168;18
932;6430;18
933;1282;18
934;19405;13
935;8272;13
936;5215;13
937;20329;17
938;7601;0
939;7588;0
940;16676;20
941;6513;12
942;9835;11
943;20256;17
944;20253;17
945;859;21
948;859;21
951;1093;0
954;3331;0
955;2616;0
956;7084;0
957;6395;0
958;7084;0
960;7084;0
961;6387;0
962;6342;0
964;9744;4
965;981;18
966;1103;0
967;1103;0
968;1103;0
973;1103;0
974;1103;0
975;1103;0
976;1103;0
980;1103;0
981;1399;0
983;70543;6
985;1103;0
986;1103;0
989;1103;0
992;1103;0
994;1103;0
996;224;11
997;859;21
1004;1103;0
1006;224;0
1008;1550;21
1009;8583;13
1010;20449;17
1011;68756;13
1013;1236;0
1014;1168;0
1015;2599;0
1016;6619;0
1017;1116;0
1018;1121;22
1019;50774;0
1020;117415;1
1021;1124;1
1022;15299;1
1023;15297;1
1024;15304;1
1025;15302;1
1026;15305;1
1027;15294;1
1028;6877;1
1029;5563;0
1030;5563;0
1031;5563;0
1032;5563;0
1033;5563;0
1034;5563;0
1035;5563;0
1036;5563;0
1037;5563;0
1038;5563;0
1042;3331;0
1043;3331;0
1044;3331;0
1046;1136;26
1047;1137;26
1048;5563;0
1049;5563;0
1052;5563;0
1053;5563;0
1057;5563;0
1058;5563;0
1061;5563;0
1063;5563;0
1072;18080;0
1074;6619;0
1075;1139;0
1076;4284;11
1077;9836;11
1078;811;0
1080;1438;0
1081;7345;0
1082;6347;0
1083;6517;0
1084;1143;0
1085;1143;0
1086;1143;0
1087;1143;0
1088;1143;0
1089;1143;0
1090;1143;0
1091;1143;0
1092;1143;0
1093;1143;0
1095;1143;0
1096;1143;0
1099;1143;0
1100;21586;18
1101;1143;0
1102;1143;0
1105;1143;0
1108;1143;0
1109;1143;0
1111;1143;0
1112;1143;0
1113;6413;0
1114;6343;0
1115;7097;0
1116;3666;11
1117;7453;13
1119;18077;0
1121;703;8
1122;6494;2
1123;6494;2
1124;6494;2
1125;6494;0
1127;1816;0
1128;292;0
1129;959;0
1130;1288;0
1131;9557;23
1132;16208;0
1133;16207;0
1134;16207;0
1136;1155;0
1138;1155;0
1139;1155;0
1141;1155;0
1144;1155;0
1146;1155;0
1149;1155;0
1150;1155;0
1151;1155;0
1154;6833;6
1155;20327;17
1156;9839;11
1157;1386;21
1158;19643;13
1159;1716;17
1161;679;21
1162;1166;1
1163;1170;1
1164;49933;0
1165;6422;0
1166;2208;14
1167;18506;14
1168;30993;14
1169;18816;14
1170;8647;5
1171;67341;20
1172;12312;23
1173;67048;8
1174;6827;8
1175;6659;0
1176;6412;0
1177;2533;0
1178;6336;0
1179;18090;0
1180;1093;0
1181;2616;0
1182;68840;9
1183;66890;9
1184;6510;12
1186;1007;12
1187;6415;0
1189;224;11
1190;15120;16
1191;1816;0
1192;6877;1
1193;27782;14
1194;22093;17
1195;7495;17
1196;22114;17
1197;5226;17
1198;22095;17
1199;6014;0
1200;18663;14
1201;1705;14
1202;2329;14
1203;2594;14
1204;1644;14
1205;18078;0
1206;7393;0
1207;5199;13
1208;2616;0
1210;7401;0
1211;9536;5
1212;2637;0
1213;3613;9
1214;19625;13
1215;16942;6
1216;9559;9
1217;2621;0
1218;5527;17
1219;20122;13
1220;19232;17
1221;568;0
1222;6002;0
1224;1246;0
1228;1246;0
1229;1246;0
1231;1246;0
1232;1246;0
1238;1246;0
1239;1246;0
1243;1246;0
1244;1246;0
1245;1246;0
1246;1246;0
1250;1246;0
1251;11907;0
1252;2616;0
1253;6707;0
1254;24380;28
1255;1262;0
1256;6377;0
1257;1249;0
1258;6511;12
1259;30392;21
1260;1310;0
1261;1695;0
1262;7921;0
1263;22215;17
1264;5530;17
1265;20156;13
1266;1621;17
1267;6359;0
1268;2357;0
1269;6367;0
1270;27752;16
1272;3396;3
1273;12723;5
1274;6376;0
1275;1019;5
1276;2210;14
1279;1123;1
1280;15298;1
1281;1244;18
1282;15324;1
1283;811;0
1284;7914;0
1287;6447;13
1288;3422;0
1292;8466;13
1293;3032;0
1294;3018;0
1296;4770;13
1297;19035;20
1298;6305;9
1299;16717;6
1300;20391;17
1302;17174;10
1303;6871;10
1304;16818;10
1306;11387;9
1307;811;0
1309;12334;0
1310;16971;7
1311;8513;17
1312;8568;21
1313;2733;13
1314;17179;10
1315;6524;2
1317;20377;17
1318;19290;17
1319;14437;11
1321;1208;0
1322;2533;0
1323;811;0
1324;7196;21
1325;6524;0
1326;1208;0
1327;3020;0
1328;1317;0
1332;1317;0
1334;1317;0
1339;1317;0
1341;1317;0
1349;7918;0
1350;6358;12
1351;16897;9
1352;6375;0
1353;3018;0
1354;8776;16
1355;70707;16
1356;811;0
1357;1322;0
1358;7593;0
1359;6751;10
1360;68843;10
1361;7594;0
1362;7595;0
1363;12404;1
1364;8685;5
1366;14338;7
1367;14354;8
1368;17184;10
1369;14335;6
1370;14336;9
1371;1058;3
1372;28613;16
1374;16659;8
1376;23101;16
1377;16657;10
1378;16656;7
1379;5494;3
1380;12426;20
1381;3023;0
1382;19636;21
1383;8479;21
1384;1546;21
1385;8593;17
1386;19247;17
1387;20087;17
1388;20450;17
1389;8575;21
1391;20410;17
1392;3642;9
1394;5203;13
1395;1882;7
1396;2201;7
1397;3587;7
1398;1357;7
1399;6395;0
1400;6418;0
1401;18088;0
1402;6007;0
1403;6418;12
1404;6418;12
1405;5540;17
1406;5638;17
1407;3032;0
1408;3033;0
1409;3032;0
1410;3032;0
1411;20442;17
1412;20074;17
1413;1547;13
1414;19525;17
1415;19613;21
1416;8479;21
1417;8501;17
1418;12335;6
1419;12338;8
1420;4471;9
1421;69164;16
1422;14345;10
1423;14346;7
1424;7836;3
1425;14190;5
1427;16798;8
1429;69328;16
1430;16797;10
1431;16796;7
1432;2539;3
1433;16795;5
1434;6383;0
1435;2563;3
1436;17144;7
1438;25943;14
1440;8570;13
1443;6522;2
1444;6504;12
1445;10167;3
1446;6841;8
1447;14438;11
1448;6842;10
1449;9823;11
1450;983;0
1451;1249;0
1453;9825;0
1454;8457;13
1455;22214;17
1457;19683;13
1458;8601;17
1459;19136;13
1460;20109;17
1461;19375;17
1462;9840;11
1464;3307;0
1465;20594;13
1467;1208;0
1468;6697;0
1469;20154;13
1470;1025;18
1472;6508;12
1473;20402;17
1475;4045;0
1476;6619;0
1477;3331;0
1478;1093;0
1479;16710;10
1480;9381;13
1481;25595;13
1482;20089;13
1483;9117;13
1484;9122;17
1485;7464;17
1486;9889;5
1487;6344;0
1488;12960;5
1489;8676;5
1490;6502;12
1491;9836;11
1492;811;0
1493;5165;13
1495;16553;8
1497;30832;16
1498;14348;10
1499;16552;7
1500;37388;0
1501;16551;5
1502;16947;6
1503;14846;8
1504;17024;9
1505;70706;16
1506;17077;10
1507;17156;7
1508;2563;3
1509;18466;5
1510;19775;21
1511;20173;21
1512;19226;17
1513;20092;17
1514;19533;17
1515;20421;17
1516;8486;21
1518;9825;0
1519;1438;0
1520;1249;0
1521;19306;17
1522;22239;17
1523;5534;17
1524;959;0
1527;1442;0
1528;1443;0
1529;1262;0
1532;2853;0
1533;6358;0
1534;1155;0
1535;1787;5
1536;1155;0
1537;1168;18
1539;20395;17
1544;6498;12
1545;2539;3
1547;21551;14
1554;1103;0
1557;18456;14
1559;1103;0
1560;16856;8
1561;12671;20
1566;20078;17
1567;1103;0
1568;1103;0
1571;1103;0
1574;1103;0
1588;5563;0
1589;5563;0
1591;5563;0
1596;18096;0
1597;5563;0
1598;1464;0
1599;811;0
1602;8489;13
1603;5563;0
1604;63370;17
1607;20272;17
1608;19743;13
1612;6368;0
1613;28470;17
1619;5563;0
1622;6501;12
1623;3568;18
1624;15334;1
1625;26586;17
1630;6552;0
1637;811;0
1638;6383;0
1639;3889;17
1640;8521;17
1641;1143;0
1645;18060;0
1648;1143;0
1649;1483;0
1651;1143;0
1652;12333;18
1654;7356;0
1655;1143;0
1656;811;0
1657;1143;0
1658;1143;0
1659;1795;10
1663;1322;0
1664;18289;17
1672;1310;0
1676;1143;0
1677;8678;5
1678;11269;8
1679;2382;17
1680;19304;17
1681;1246;0
1684;1494;1
1685;1285;18
1686;18096;0
1687;1496;0
1688;18092;0
1689;7169;0
1690;1007;0
1691;6360;0
1692;959;0
1693;3164;0
1694;3164;0
1695;3164;0
1696;1498;0
1697;6002;0
1698;1498;0
1699;6665;0
1700;6357;2
1701;1498;0
1702;6349;0
1703;6349;0
1704;1504;0
1705;6563;0
1706;6614;0
1707;21905;0
1708;18114;0
1710;15713;0
1711;1093;0
1712;2616;0
1713;23949;12
1714;9858;2
1715;8683;5
1716;16667;20
1717;12960;5
1718;17137;7
1719;453;21
1720;21460;17
1721;8581;13
1722;15467;17
1724;2592;18
1725;2592;18
1726;20749;17
1727;5166;13
1728;19997;13
1729;1625;18
1730;6902;6
1731;6903;8
1732;6904;9
1733;70705;16
1734;6905;10
1735;687;7
1736;6832;3
1737;977;5
1738;6902;6
1739;6903;8
1740;6904;9
1741;15148;16
1742;6905;10
1743;687;7
1744;6914;3
1745;977;5
1746;6902;6
1747;6903;8
1748;6904;9
1749;15074;16
1750;6905;10
1751;687;7
1752;6914;3
1753;977;5
1754;6902;6
1755;6903;8
1756;6904;9
1757;15181;16
1758;6905;10
1759;687;7
1760;6914;3
1761;977;5
1764;7578;8
1766;23109;16
1767;14065;10
1768;14064;7
1769;16786;3
1770;14378;5
1772;3757;8
1774;23138;16
1775;14370;10
1776;12930;7
1777;9999;3
1778;14377;5
1780;16820;8
1782;69347;16
1783;14373;10
1784;3050;7
1785;14121;3
1786;14376;5
1787;14360;6
1788;16990;8
1789;3653;9
1790;70661;16
1791;972;10
1792;6731;7
1793;14361;3
1794;14197;5
1795;16935;6
1796;16992;8
1797;17015;9
1798;70723;16
1799;17066;10
1800;16967;7
1801;15002;3
1802;16895;5
1803;16945;6
1804;16998;8
1805;17022;9
1806;70722;16
1807;17072;10
1808;16977;7
1809;14205;3
1810;14418;5
1811;20037;17
1812;19245;17
1813;20413;17
1814;19534;17
1815;5194;21
1816;8479;21
1817;1556;21
1818;20183;17
1819;2684;21
1820;19535;17
1821;1766;21
1822;20385;17
1823;6794;21
1824;19292;17
1825;19784;21
1826;8587;17
1827;8466;21
1828;19369;17
1829;15591;21
1830;4129;17
1831;20361;17
1832;16845;7
1835;14443;6
1836;14249;9
1839;17126;6
1840;17170;9
1843;14469;6
1844;13355;9
1845;6864;6
1846;13617;9
1849;16914;6
1850;11582;9
1851;2357;0
1852;6985;9
1853;6833;6
1854;6497;12
1875;8604;0
1877;1317;0
1882;1317;0
1886;1317;0
1893;19234;17
1894;3029;0
1895;1546;13
1896;1593;13
1897;7485;13
1899;1550;13
1900;2780;13
1901;1595;13
1902;1596;13
1903;1597;13
1904;453;13
1905;2701;13
1906;12236;13
1907;1201;17
1908;472;17
1909;3297;13
1910;7493;13
1911;7494;13
1912;6509;12
1913;1839;21
1914;6505;12
1915;1168;0
1917;20435;13
1918;6706;0
1922;1283;0
1923;1625;0
1924;2618;0
1925;20114;13
1926;5218;13
1927;19276;13
1928;20415;17
1929;16848;7
1930;23067;16
1931;1645;0
1933;20418;17
1934;6774;7
1935;20471;13
1936;20399;13
1937;5040;13
1938;8565;13
1939;18084;0
1940;18084;0
1941;7922;0
1942;18080;0
1943;697;7
1944;17062;10
1945;17189;10
1946;20919;0
1948;1661;17
1950;7352;0
1951;8279;13
1955;6907;8
1956;1139;0
1957;1684;14
1958;1515;13
1959;1682;17
1960;6832;3
1961;1685;14
1962;6502;0
1963;7350;0
1965;3846;10
1968;1695;0
1969;7001;6
1970;926;0
1971;4110;0
1972;811;0
1973;6506;12
1974;16901;9
1975;20179;17
1976;8590;17
1977;1244;18
1978;12813;10
1979;11925;14
1980;9840;11
1981;8668;5
1982;20191;17
1983;1627;17
1984;1705;14
1985;1706;14
1986;20638;17
1987;7155;0
1988;25892;10
1990;5533;17
1991;18269;17
1992;21612;23
1993;14436;11
1994;19129;13
1995;1496;0
1996;9840;11
1997;16670;20
1998;20356;17
1999;1330;5
2000;20251;17
2002;1244;18
2003;1244;18
2004;1143;0
2005;2616;0
2006;2616;0
2007;2616;0
2008;2616;0
2011;20120;13
2012;6507;12
2013;20373;17
2014;5176;17
2015;19255;17
2016;1727;5
2017;6738;9
2018;20088;13
2020;20492;13
2021;18650;14
2023;105589;17
2024;22096;17
2025;22115;17
2026;8593;17
2027;22079;13
2028;22119;13
2029;19281;13
2030;22146;17
2032;16887;9
2033;10711;8
2034;12699;20
2035;5161;13
2036;17054;10
2037;11447;8
2038;1124;1
2039;4284;11
2040;18399;14
2041;8703;5
2042;20379;17
2043;3666;11
2044;19220;13
2045;3869;1
2046;22226;13
2047;8474;13
2048;19770;13
2050;7355;0
2051;1755;14
2052;1755;14
2053;1757;14
2054;19299;21
2055;8566;21
2056;1758;21
2057;20175;21
2058;19611;17
2059;22991;16
2060;1762;0
2064;19650;21
2065;20212;21
2066;19203;21
2067;20431;17
2069;16868;5
2070;6353;0
2071;18084;0
2072;20363;17
2073;19134;13
2074;20168;13
2075;5218;13
2077;28578;17
2078;20157;13
2079;19637;13
2080;19400;13
2081;6520;23
2082;1625;18
2084;20152;17
2085;1116;0
2087;17095;5
2088;6455;13
2089;20407;13
2091;6371;0
2092;2704;13
2098;28718;26
2099;28636;26
2100;8258;26
2101;21328;18
2102;1816;18
2103;26499;24
2104;5999;24
2105;10005;4
2106;1818;7
2107;845;8
2108;2100;5
2109;977;5
2110;12674;20
2112;14279;5
2113;811;0
2114;16654;20
2115;3237;18
2117;16576;8
2119;16969;10
2120;8969;7
2121;16575;5
2122;14425;6
2123;11416;8
2124;14427;9
2125;17176;10
2126;14429;7
2127;14430;5
2128;2380;17
2129;18662;14
2130;5203;13
2131;22075;13
2132;20438;17
2133;18480;14
2134;22101;13
2136;18085;0
2137;2705;13
2138;2717;13
2139;22135;13
2140;2706;13
2141;8650;5
2142;17117;6
2143;2355;8
2144;3602;9
2145;14480;10
2146;14481;7
2147;4788;13
2148;6926;6
2149;6891;8
2150;6973;9
2151;6962;10
2152;2989;7
2153;8683;5
2154;1143;0
2156;16858;8
2158;14478;10
2159;14479;7
2160;2645;5
2161;1143;0
2162;224;0
2163;20291;13
2164;20312;13
2165;28613;16
2166;685;7
2167;17178;10
2168;16713;8
2169;2707;13
2170;3127;14
2172;73868;6
2173;67021;6
2175;8534;17
2176;1926;17
2177;1927;17
2178;7482;13
2179;1929;13
2180;7486;13
2181;3092;17
2182;1022;13
2183;7427;13
2184;2704;13
2186;4545;6
2187;3019;0
2188;3020;0
2189;1938;21
2191;7087;0
2194;8567;13
2195;2704;13
2196;7462;13
2197;7443;13
2198;7465;13
2199;7474;13
2200;7466;13
2201;7473;13
2202;7463;13
2203;8506;17
2204;20038;17
2205;20153;17
2206;2708;13
2207;22137;13
2208;22142;13
2209;22139;13
2210;2552;14
2211;18656;14
2212;2553;14
2213;1755;14
2214;17884;14
2215;18670;14
2216;18486;14
2217;18665;14
2218;20451;13
2219;18485;14
2220;18729;14
2221;18484;14
2222;2557;14
2223;811;0
2224;2738;13
2225;20470;13
2226;20372;17
2227;22219;17
2230;6901;10
2231;16671;20
2232;4272;8
2233;18489;7
2234;8677;5
2235;20598;13
2236;20345;13
2237;67034;7
2238;66888;7
2239;224;0
2240;70704;16
2241;15248;16
2243;19729;13
2244;8090;13
2245;15506;1
2246;9837;11
2249;2210;14
2250;6344;0
2251;6619;0
2252;7064;0
2254;19612;17
2255;2057;10
2256;5221;13
2257;20429;17
2258;679;21
2259;19623;21
2260;8470;21
2262;9840;11
2263;5170;13
2264;12830;3
2265;19297;13
2266;20427;13
2267;5208;13
2268;20213;21
2271;20346;17
2273;16114;5
2274;6883;10
2275;6988;1
2276;16996;8
2277;3173;7
2278;17190;3
2280;20370;17
2281;19297;13
2282;20211;21
2283;16831;6
2284;70703;16
2287;2474;0
2288;18084;0
2289;3331;0
2290;2616;0
2291;19305;17
2292;19037;20
2295;1225;0
2296;10377;0
2299;19389;17
2300;9502;5
2302;4713;8
2303;9500;7
2304;7450;0
2305;18127;16
2306;3709;8
2307;17163;8
2308;23070;16
2309;13864;8
2310;70702;16
2311;17233;5
2312;5406;10
2313;7451;0
2314;9531;5
2315;6715;8
2316;70721;16
2317;17214;5
2318;7382;0
2319;7388;0
2320;4752;0
2321;7363;0
2322;5086;0
2323;5086;0
2324;18114;0
2325;15732;0
2326;66890;9
2327;17172;9
2361;8688;17
2362;18730;14
2364;14459;5
2366;14458;7
2367;14162;8
2369;14457;10
2370;16871;5
2371;17114;6
2372;18478;7
2373;17158;8
2374;17002;9
2375;17051;10
2376;18672;14
2377;18509;14
2378;7251;0
2379;977;5
2380;6902;6
2381;687;7
2382;3422;0
2383;6903;8
2384;6904;9
2385;6905;10
2386;2222;5
2387;6902;6
2388;685;7
2389;6845;8
2390;6953;9
2391;6842;10
2392;2265;5
2393;6902;6
2394;687;7
2395;6903;8
2396;6904;9
2397;6955;10
2398;1727;5
2399;6902;6
2400;685;7
2401;6845;8
2402;6953;9
2403;6842;10
2404;811;0
2405;811;0
2406;15274;0
2407;811;0
2408;15274;0
2409;15274;0
2410;12312;23
2411;13108;0
2412;1007;0
2413;13108;0
2414;13108;0
2415;13108;0
2417;8634;5
2418;2969;7
2419;6819;6
2420;6820;8
2421;6821;9
2422;6822;10
2423;8642;5
2424;6853;6
2425;2976;7
2426;18692;8
2427;6855;9
2428;6856;10
2429;14484;5
2431;14483;7
2432;1861;8
2434;14482;10
2435;16769;5
2437;16770;7
2438;16772;8
2440;16771;10
2441;18468;14
2442;2324;14
2443;18477;14
2444;18516;14
2445;18749;14
2446;18733;14
2447;2788;0
2448;18732;14
2449;1464;0
2450;7406;0
2451;18772;14
2452;6377;0
2453;6387;0
2454;15733;0
2455;15715;0
2456;2345;0
2457;15738;0
2458;15737;0
2459;15742;0
2460;2533;0
2461;2357;0
2462;926;0
2463;70729;5
2464;11558;6
2465;17031;7
2466;6368;0
2467;17165;8
2468;17020;9
2469;17027;10
2470;14496;5
2471;14492;6
2472;14495;7
2473;14295;8
2474;14493;9
2475;2686;10
2476;1762;0
2477;23527;0
2478;926;12
2479;8512;17
2480;19601;17
2481;3794;21
2482;8479;13
2483;19243;17
2484;2704;13
2485;5203;21
2486;19627;17
2487;20448;17
2488;22078;13
2489;22094;17
2490;8479;13
2491;22112;17
2492;12992;13
2493;22121;17
2494;22136;13
2495;1768;17
2496;1593;21
2497;1628;17
2498;19299;13
2499;8511;17
2500;19626;21
2501;19614;17
2502;2698;13
2503;20436;17
2504;8106;15
2505;20723;15
2506;20722;15
2507;20714;15
2508;2409;26
2509;2412;26
2510;2410;26
2511;20728;26
2512;2414;24
2513;2418;24
2514;2414;24
2515;2414;24
2516;2418;24
2517;2414;24
2518;2418;24
2519;2418;24
2520;22085;21
2521;22084;17
2522;8485;21
2523;22216;17
2524;8803;21
2525;22133;17
2526;22141;13
2527;22150;17
2528;22081;21
2529;22098;17
2530;22105;21
2531;22111;17
2532;22120;21
2533;22134;17
2534;22140;13
2535;20389;17
2536;6002;0
2545;2922;7
2546;6981;6
2547;73865;10
2548;7922;0
2549;20330;17
2550;8106;15
2551;10671;26
2552;2413;26
2553;15274;0
2554;6270;0
2555;15274;0
2556;811;0
2557;2466;17
2558;7442;13
2559;2469;17
2560;1143;0
2561;1310;0
2562;6488;23
2563;6371;0
2564;4485;10
2565;6555;23
2566;16666;20
2567;20590;13
2568;17125;5
2569;17120;8
2570;70701;16
2571;68823;8
2572;12687;20
2573;2489;10
2574;2490;5
2575;10840;4
2576;10834;4
2577;10845;4
2578;10891;5
2579;12864;4
2580;70700;16
2581;11908;0
2582;12394;5
2583;13524;8
2584;70720;16
2585;12669;20
2586;22033;20
2587;10892;4
2588;2504;1
2589;5885;0
2590;18597;0
2591;1329;0
2592;7418;0
2593;2533;0
2594;18115;0
2595;7921;0
2596;18085;0
2598;15274;0
2599;811;0
2600;811;0
2601;15274;0
2602;811;0
2604;2351;0
2605;2533;0
2606;1288;0
2607;2516;0
2608;6703;0
2609;2637;0
2610;6371;0
2611;18107;0
2612;12704;20
2613;12661;20
2614;16614;20
2615;12655;20
2616;12701;20
2617;12654;20
2618;12702;20
2619;3029;0
2620;15284;1
2621;15295;1
2622;12875;1
2623;15336;1
2624;15547;1
2625;12931;0
2628;3048;0
2629;6706;0
2632;20473;13
2633;2533;0
2634;6377;0
2635;6902;6
2636;2551;0
2637;811;0
2638;811;0
2639;811;0
2640;362;0
2642;6903;8
2643;6904;9
2644;16879;16
2645;6905;10
2646;687;7
2647;6832;3
2648;977;5
2649;6902;6
2650;6903;8
2651;6904;9
2652;70699;16
2653;6905;10
2654;687;7
2655;6914;3
2656;977;5
2657;981;18
2658;18103;0
2659;18105;0
2660;18104;0
2661;18106;0
2662;21712;18
2663;1816;18
2664;20441;13
2665;6371;0
2666;7921;0
2667;2599;0
2668;6002;0
2669;6651;0
2671;3164;0
2672;2599;0
2673;25467;0
2674;22193;0
2675;2627;0
2676;6377;0
2677;1116;0
2678;1443;0
2679;2474;0
2680;25468;0
2681;2474;0
2682;2627;0
2683;6344;0
2684;25468;0
2685;1116;0
2686;18117;0
2687;21327;0
2688;6417;0
2690;28201;6
2691;6903;8
2692;1443;0
2693;1443;0
2694;28250;7
2695;7432;13
2696;7922;0
2697;811;0
2698;811;0
2699;811;0
2700;811;0
2701;811;0
2702;7158;0
2703;24596;13
2704;24594;13
2705;24595;13
2706;7454;13
2707;7456;13
2708;6573;13
2709;7455;13
2710;6488;13
2711;2743;13
2712;7914;0
2713;28952;0
2714;7461;13
2715;7460;13
2716;6571;13
2717;6570;13
2718;7457;13
2720;811;0
2721;16826;1
2722;811;0
2723;18079;0
2724;811;0
2725;7629;0
2728;7629;0
2730;7629;0
2732;7629;0
2734;7629;0
2735;7629;0
2738;7629;0
2740;7629;0
2742;7629;0
2744;7629;0
2745;7629;0
2748;7629;0
2749;7629;0
2750;7629;0
2751;7629;0
2754;20117;17
2755;1155;0
2756;7596;0
2757;7596;0
2758;7596;0
2759;7596;0
2760;6430;0
2763;2705;13
2764;2698;13
2765;20383;13
2766;2708;13
2770;4681;0
2771;4690;0
2772;4689;0
2773;2786;15
2774;20654;26
2775;18107;0
2776;41755;0
2777;2787;15
2778;20654;26
2779;18168;0
2780;20712;15
2781;20738;26
2782;20671;15
2783;20717;26
2784;1464;0
2785;20668;15
2786;20718;26
2787;20534;13
2788;18115;0
2789;6707;0
2790;6707;0
2791;6707;0
2792;6707;0
2793;1143;0
2794;1143;0
2795;1143;0
2797;3422;0
2798;4689;0
2799;959;0
2800;21114;20
2801;5188;17
2802;6484;12
2803;6514;12
2804;6502;12
2805;23084;16
2806;1244;0
2807;9118;13
2808;3947;13
2809;1839;13
2810;7479;13
2811;3727;17
2812;2809;13
2813;6207;13
2814;2440;17
2815;8465;13
2816;19669;13
2817;73743;5
2818;1963;7
2819;6443;13
2820;6540;12
2821;19633;13
2822;20091;17
2823;19236;17
2824;20554;15
2825;20552;15
2826;6497;12
2827;117284;13
2828;2637;0
2829;19191;0
2830;65561;0
2831;2853;0
2832;811;0
2833;7139;0
2834;3152;0
2835;4714;0
2836;4715;0
2837;811;0
2838;4716;0
2839;811;0
2840;7391;0
2841;7390;0
2842;7355;0
2843;18074;0
2844;2861;21
2845;8463;21
2846;3225;0
2847;4805;21
2848;5198;13
2849;19929;13
2850;1546;13
2851;23529;6
2852;13095;7
2853;6966;9
2854;25851;9
2855;3146;0
2856;2868;0
2857;25852;6
2858;292;0
2859;2874;0
2862;24673;0
2863;24674;0
2864;25848;5
2865;4333;7
2866;23530;5
2867;23532;9
2868;23533;9
2869;9403;5
2870;23540;5
2871;24675;0
